"post_id","date","platform","content_type","caption","hashtags","reach","impressions","likes","comments","shares","followers_start","new_followers","lost_followers","sentiment","posted_hour"
"post_01232","2026-02-22","X/Twitter","Short","Synthetic social media update","#analytics #technology","16056","34402","531","49","36","10636","17","6","neutral","19"
"post_01233","2025-01-11","LinkedIn","Video","Synthetic social media update","#community #technology","5769","14494","590","115","46","10132","21","7","neutral","16"
"post_01234","2025-09-09","X/Twitter","Carousel","Synthetic social media update","#growth #analytics","15813","30762","1147","70","101","13024","37","12","neutral","7"
"post_01235","2025-07-18","YouTube","Video","Synthetic social media update","#growth #learning","22216","45514","1729","236","194","12388","59","20","positive","5"
"post_01236","2026-01-08","YouTube","Video","Synthetic social media update","#analytics #marketing","15276","35976","544","89","79","10096","19","6","neutral","15"
"post_01237","2026-03-18","Facebook","Image","Synthetic social media update","#business #growth","5723","7463","274","27","21","10924","9","3","positive","23"
"post_01238","2026-02-17","LinkedIn","Short","Synthetic social media update","#news #technology","11594","24281","995","153","59","10576","34","11","neutral","13"
"post_01239","2025-05-17","YouTube","Short","Synthetic social media update","#business #marketing","26236","31530","1268","150","175","11644","43","14","negative","10"
"post_01240","2025-12-14","YouTube","Text","Synthetic social media update","#news #learning","10751","25792","1133","79","54","14176","36","12","negative","12"
"post_01241","2025-04-20","YouTube","Reel","Synthetic social media update","#technology #analytics","10648","15265","1118","147","155","11320","38","13","neutral","19"
"post_01242","2025-06-11","Facebook","Video","Synthetic social media update","#business #news","11207","16558","901","142","79","11944","31","10","positive","22"
"post_01243","2025-12-01","Facebook","Carousel","Synthetic social media update","#learning #business","7496","9326","624","51","90","14020","20","7","neutral","10"
"post_01244","2025-08-21","Facebook","Carousel","Synthetic social media update","#learning #community","10420","17825","364","60","18","12796","13","4","positive","22"
"post_01245","2025-10-27","X/Twitter","Text","Synthetic social media update","#analytics #technology","3468","6724","165","33","13","13600","6","2","positive","16"
"post_01246","2025-04-06","X/Twitter","Live","Synthetic social media update","#community #analytics","23393","40995","2043","369","307","11152","72","24","negative","15"
"post_01247","2025-11-05","X/Twitter","Short","Synthetic social media update","#business #analytics","9210","23090","847","58","39","13708","27","9","negative","6"
"post_01248","2026-01-23","Facebook","Image","Synthetic social media update","#growth #news","8967","17642","328","58","16","10276","12","4","positive","0"
"post_01249","2025-11-04","LinkedIn","Carousel","Synthetic social media update","#growth #community","7140","12158","654","94","57","13696","22","7","positive","14"
"post_01250","2025-03-25","LinkedIn","Short","Synthetic social media update","#growth #business","8418","20981","900","158","135","11008","32","11","negative","7"
"post_01251","2025-01-21","LinkedIn","Carousel","Synthetic social media update","#learning #news","25777","54320","2058","301","241","10252","71","24","positive","16"
"post_01252","2026-01-25","X/Twitter","Carousel","Synthetic social media update","#news #marketing","29716","57810","2743","264","253","10300","90","30","neutral","12"
"post_01253","2025-02-27","X/Twitter","Short","Synthetic social media update","#growth #analytics","4113","4991","452","79","36","10696","16","5","positive","7"
"post_01254","2025-04-17","LinkedIn","Video","Synthetic social media update","#learning #technology","28788","53537","2722","314","120","11284","91","30","positive","14"
"post_01255","2025-02-18","LinkedIn","Short","Synthetic social media update","#marketing #business","22808","49974","1525","176","117","10588","51","17","negative","11"
"post_01256","2025-10-05","YouTube","Carousel","Synthetic social media update","#news #marketing","6317","8728","349","20","15","13336","11","4","neutral","20"
"post_01257","2025-12-23","YouTube","Text","Synthetic social media update","#growth #news","14200","25641","1466","174","71","14284","49","16","neutral","4"
"post_01258","2025-05-21","YouTube","Image","Synthetic social media update","#technology #community","12811","25658","537","102","23","11692","19","6","negative","15"
"post_01259","2025-08-28","Facebook","Text","Synthetic social media update","#community #technology","21425","27332","2126","273","291","12880","72","24","neutral","15"
"post_01260","2025-11-14","YouTube","Live","Synthetic social media update","#technology #community","24330","36495","2332","212","210","13816","76","25","neutral","20"
"post_01261","2026-03-18","YouTube","Live","Synthetic social media update","#business #community","5881","7077","348","34","31","10924","11","4","neutral","0"
"post_01262","2025-06-24","Instagram","Reel","Synthetic social media update","#marketing #business","10521","21911","571","79","27","12100","20","6","neutral","14"
"post_01263","2025-06-15","X/Twitter","Image","Synthetic social media update","#marketing #community","15053","20998","1585","131","128","11992","51","17","negative","14"
"post_01264","2026-01-13","Facebook","Live","Synthetic social media update","#community #analytics","20639","35289","940","121","46","10156","32","11","negative","8"
"post_01265","2025-08-18","Instagram","Short","Synthetic social media update","#analytics #growth","8480","13597","717","125","68","12760","25","8","positive","12"
"post_01266","2025-04-07","Instagram","Short","Synthetic social media update","#analytics #learning","14739","18512","797","63","38","11164","26","9","neutral","5"
"post_01267","2025-02-14","LinkedIn","Carousel","Synthetic social media update","#marketing #analytics","6895","16052","712","44","95","10540","23","8","neutral","3"
"post_01268","2025-12-07","Facebook","Short","Synthetic social media update","#growth #marketing","3496","6802","176","31","7","14092","6","2","positive","19"
"post_01269","2025-02-17","X/Twitter","Image","Synthetic social media update","#marketing #learning","11791","18494","957","136","60","10576","33","11","neutral","9"
"post_01270","2026-03-09","Facebook","Image","Synthetic social media update","#technology #marketing","8010","18771","582","98","48","10816","20","7","positive","8"
"post_01271","2025-09-04","Instagram","Text","Synthetic social media update","#community #news","22805","44552","2051","223","206","12964","68","23","positive","5"
"post_01272","2025-07-25","Instagram","Text","Synthetic social media update","#technology #community","4568","5776","256","46","30","12472","9","3","positive","13"
"post_01273","2025-05-07","LinkedIn","Reel","Synthetic social media update","#analytics #learning","6343","8046","357","35","40","11524","12","4","neutral","13"
"post_01274","2025-07-24","Facebook","Video","Synthetic social media update","#growth #technology","8538","20843","296","16","45","12460","9","3","positive","14"
"post_01275","2025-04-06","Instagram","Short","Synthetic social media update","#marketing #technology","27814","33934","2552","436","365","11152","90","30","positive","21"
"post_01276","2025-10-31","Instagram","Carousel","Synthetic social media update","#technology #news","2884","7377","238","29","15","13648","8","3","positive","10"
"post_01277","2025-06-29","LinkedIn","Reel","Synthetic social media update","#technology #analytics","23336","59937","708","133","59","12160","25","8","negative","1"
"post_01278","2025-04-22","LinkedIn","Short","Synthetic social media update","#analytics #growth","11252","21454","502","34","47","11344","16","5","neutral","9"
"post_01279","2025-08-21","Facebook","Text","Synthetic social media update","#analytics #news","26679","36670","1466","80","234","12796","46","15","positive","14"
"post_01280","2025-09-04","LinkedIn","Live","Synthetic social media update","#technology #business","7614","12047","477","65","59","12964","16","5","neutral","22"
"post_01281","2026-01-20","Facebook","Live","Synthetic social media update","#learning #news","20429","50230","1837","179","278","10240","60","20","negative","21"
"post_01282","2025-08-09","Instagram","Short","Synthetic social media update","#growth #technology","27429","36772","2820","199","216","12652","91","30","neutral","11"
"post_01283","2026-02-20","LinkedIn","Carousel","Synthetic social media update","#community #growth","16155","23801","1031","196","73","10612","37","12","neutral","22"
"post_01284","2025-09-22","Facebook","Video","Synthetic social media update","#technology #analytics","17464","32301","674","91","78","13180","23","8","neutral","3"
"post_01285","2026-03-10","Instagram","Image","Synthetic social media update","#technology #learning","4451","8783","316","16","27","10828","10","3","positive","7"
"post_01286","2025-04-08","YouTube","Text","Synthetic social media update","#news #marketing","1229","2210","127","7","12","11176","4","1","negative","5"
"post_01287","2026-01-04","Instagram","Short","Synthetic social media update","#community #technology","9758","25233","325","56","17","10048","11","4","negative","19"
"post_01288","2025-05-26","Facebook","Live","Synthetic social media update","#marketing #analytics","15638","24344","1411","244","51","11752","50","17","negative","0"
"post_01289","2025-06-12","Facebook","Short","Synthetic social media update","#analytics #news","22197","44551","1263","215","103","11956","44","15","negative","15"
"post_01290","2026-03-27","Instagram","Video","Synthetic social media update","#growth #news","10477","26366","1078","116","53","11032","36","12","positive","1"
"post_01291","2025-11-12","LinkedIn","Reel","Synthetic social media update","#news #growth","29977","48976","2542","244","296","13792","84","28","negative","6"
"post_01292","2025-02-08","Instagram","Video","Synthetic social media update","#community #marketing","26828","40528","1432","121","203","10468","47","16","neutral","23"
"post_01293","2025-04-14","Facebook","Text","Synthetic social media update","#news #learning","24589","51435","1223","107","144","11248","40","13","neutral","14"
"post_01294","2025-05-31","X/Twitter","Image","Synthetic social media update","#technology #learning","10172","24711","680","37","22","11812","22","7","positive","1"
"post_01295","2026-03-26","Instagram","Image","Synthetic social media update","#analytics #community","17493","28984","1813","307","247","11020","64","21","positive","0"
"post_01296","2025-10-16","Facebook","Live","Synthetic social media update","#growth #analytics","25660","64366","1335","118","56","13468","44","15","negative","18"
"post_01297","2025-06-26","X/Twitter","Image","Synthetic social media update","#learning #marketing","27805","37257","1721","335","71","12124","62","21","negative","10"
"post_01298","2025-04-04","YouTube","Live","Synthetic social media update","#analytics #technology","29358","66813","1061","99","69","11128","35","12","positive","21"
"post_01299","2025-07-19","Facebook","Carousel","Synthetic social media update","#learning #news","28833","47804","2637","427","124","12400","92","31","neutral","0"
"post_01300","2025-03-14","LinkedIn","Image","Synthetic social media update","#growth #news","20059","35226","1110","66","87","10876","35","12","positive","4"
"post_01301","2026-03-11","X/Twitter","Short","Synthetic social media update","#marketing #technology","25037","64991","1494","199","190","10840","51","17","negative","18"
"post_01302","2026-03-06","Instagram","Carousel","Synthetic social media update","#marketing #analytics","10108","22841","1040","95","89","10780","34","11","positive","3"
"post_01303","2025-10-17","LinkedIn","Short","Synthetic social media update","#analytics #community","8863","17070","417","29","59","13480","13","4","positive","15"
"post_01304","2026-03-11","LinkedIn","Live","Synthetic social media update","#community #learning","28190","64354","2464","398","220","10840","86","29","neutral","14"
"post_01305","2025-03-27","Instagram","Image","Synthetic social media update","#community #analytics","3788","8848","153","22","5","11032","5","2","neutral","17"
"post_01306","2026-03-30","X/Twitter","Text","Synthetic social media update","#learning #analytics","16449","34133","653","127","76","11068","23","8","positive","14"
"post_01307","2025-03-28","X/Twitter","Video","Synthetic social media update","#growth #analytics","24767","33325","2696","174","336","11044","86","29","neutral","14"
"post_01308","2025-03-11","LinkedIn","Text","Synthetic social media update","#analytics #learning","29097","74140","2325","354","132","10840","80","27","positive","3"
"post_01309","2025-09-07","Instagram","Image","Synthetic social media update","#news #analytics","20271","26189","1024","97","115","13000","34","11","negative","19"
"post_01310","2025-12-11","Instagram","Short","Synthetic social media update","#growth #marketing","12563","27984","842","139","113","14140","29","10","positive","2"
"post_01311","2026-03-21","LinkedIn","Live","Synthetic social media update","#analytics #learning","18221","28808","740","35","65","10960","23","8","positive","21"
"post_01312","2025-07-11","X/Twitter","Text","Synthetic social media update","#analytics #technology","2967","6348","101","15","9","12304","3","1","neutral","13"
"post_01313","2025-10-20","Facebook","Text","Synthetic social media update","#technology #business","25359","57748","866","39","82","13516","27","9","positive","12"
"post_01314","2026-01-18","LinkedIn","Reel","Synthetic social media update","#community #technology","5742","8328","452","33","62","10216","15","5","negative","12"
"post_01315","2025-04-06","LinkedIn","Carousel","Synthetic social media update","#news #marketing","12492","16572","376","39","28","11152","12","4","positive","8"
"post_01316","2025-12-23","YouTube","Image","Synthetic social media update","#technology #community","14579","25146","972","82","111","14284","32","11","positive","13"
"post_01317","2025-02-14","Facebook","Text","Synthetic social media update","#technology #marketing","2995","4939","214","18","30","10540","7","2","negative","11"
"post_01318","2026-01-19","LinkedIn","Video","Synthetic social media update","#community #learning","11230","27486","1006","65","96","10228","32","11","positive","20"
"post_01319","2025-10-23","X/Twitter","Carousel","Synthetic social media update","#technology #business","21940","38135","1559","256","108","13552","54","18","neutral","16"
"post_01320","2025-05-31","Facebook","Reel","Synthetic social media update","#community #analytics","13592","17985","1123","84","121","11812","36","12","neutral","21"
"post_01321","2025-11-24","Facebook","Image","Synthetic social media update","#analytics #news","15706","36833","1646","79","261","13936","52","17","neutral","17"
"post_01322","2025-05-18","X/Twitter","Short","Synthetic social media update","#growth #news","26900","33944","1688","108","107","11656","54","18","neutral","13"
"post_01323","2025-12-04","LinkedIn","Reel","Synthetic social media update","#analytics #business","4720","10321","250","26","28","14056","8","3","neutral","16"
"post_01324","2025-08-27","Facebook","Carousel","Synthetic social media update","#marketing #growth","4470","11072","166","24","22","12868","6","2","positive","18"
"post_01325","2025-07-31","X/Twitter","Reel","Synthetic social media update","#business #analytics","12667","28394","946","159","141","12544","33","11","neutral","0"
"post_01326","2025-08-20","LinkedIn","Reel","Synthetic social media update","#analytics #marketing","4990","9500","444","25","37","12784","14","5","neutral","5"
"post_01327","2025-09-04","Facebook","Video","Synthetic social media update","#technology #marketing","6769","12072","605","59","77","12964","20","7","positive","19"
"post_01328","2025-12-06","YouTube","Carousel","Synthetic social media update","#analytics #growth","3665","5494","389","47","52","14080","13","4","positive","13"
"post_01329","2025-08-10","Facebook","Live","Synthetic social media update","#growth #marketing","6414","15550","481","20","70","12664","15","5","negative","9"
"post_01330","2026-03-26","YouTube","Video","Synthetic social media update","#marketing #news","8133","15019","280","34","22","11020","9","3","negative","15"
"post_01331","2025-04-03","Instagram","Reel","Synthetic social media update","#learning #community","9081","16494","367","51","25","11116","13","4","negative","4"
"post_01332","2025-04-20","YouTube","Video","Synthetic social media update","#growth #analytics","22332","56073","789","96","86","11320","27","9","negative","15"
"post_01333","2025-12-01","Facebook","Live","Synthetic social media update","#learning #news","24662","29972","1710","98","197","14020","54","18","positive","0"
"post_01334","2025-07-23","Instagram","Carousel","Synthetic social media update","#learning #business","11624","20479","749","146","116","12448","27","9","neutral","1"
"post_01335","2026-03-07","X/Twitter","Reel","Synthetic social media update","#business #marketing","5108","12960","434","21","32","10792","14","5","negative","4"
"post_01336","2025-09-05","LinkedIn","Carousel","Synthetic social media update","#business #analytics","27845","38237","2467","172","224","12976","79","26","negative","18"
"post_01337","2025-01-11","LinkedIn","Video","Synthetic social media update","#business #news","22350","44554","855","166","97","10132","31","10","neutral","7"
"post_01338","2025-02-13","Facebook","Video","Synthetic social media update","#marketing #community","21012","51486","666","29","36","10528","21","7","negative","3"
"post_01339","2025-07-17","X/Twitter","Text","Synthetic social media update","#analytics #news","15249","31705","1124","173","108","12376","39","13","negative","15"
"post_01340","2025-04-23","Facebook","Short","Synthetic social media update","#learning #growth","1984","5031","216","23","8","11356","7","2","neutral","0"
"post_01341","2025-11-25","Facebook","Short","Synthetic social media update","#learning #community","3447","4790","377","57","38","13948","13","4","neutral","21"
"post_01342","2025-11-18","Instagram","Text","Synthetic social media update","#business #news","11258","27896","563","46","50","13864","18","6","negative","4"
"post_01343","2025-06-27","Facebook","Image","Synthetic social media update","#learning #marketing","2694","6424","208","32","22","12136","7","2","negative","16"
"post_01344","2025-09-27","LinkedIn","Video","Synthetic social media update","#marketing #learning","12835","28833","402","16","15","13240","13","4","negative","12"
"post_01345","2026-01-21","Instagram","Carousel","Synthetic social media update","#growth #community","27918","43689","1378","260","192","10252","49","16","negative","18"
"post_01346","2025-11-26","LinkedIn","Image","Synthetic social media update","#technology #marketing","19785","40139","1017","106","141","13960","34","11","negative","11"
"post_01347","2025-05-04","Instagram","Text","Synthetic social media update","#marketing #growth","10073","20354","882","145","109","11488","31","10","neutral","8"
"post_01348","2025-04-23","YouTube","Text","Synthetic social media update","#marketing #learning","10955","13215","523","27","35","11356","16","6","neutral","19"
"post_01349","2025-10-28","LinkedIn","Carousel","Synthetic social media update","#learning #business","29465","43894","2333","414","210","13612","82","27","positive","3"
"post_01350","2025-10-07","Instagram","Reel","Synthetic social media update","#technology #analytics","7664","13600","680","78","104","13360","23","8","positive","5"
"post_01351","2025-07-31","YouTube","Video","Synthetic social media update","#news #growth","16559","29628","1174","98","144","12544","38","13","negative","10"
"post_01352","2025-03-27","Instagram","Short","Synthetic social media update","#growth #technology","25181","46036","1541","255","174","11032","54","18","negative","16"
"post_01353","2026-01-27","YouTube","Reel","Synthetic social media update","#marketing #technology","21989","32005","803","129","71","10324","28","9","neutral","14"
"post_01354","2025-12-08","Instagram","Live","Synthetic social media update","#technology #business","11212","21708","740","104","61","14104","25","8","negative","11"
"post_01355","2025-06-05","Instagram","Image","Synthetic social media update","#business #community","28608","51129","2006","187","238","11872","66","22","negative","20"
"post_01356","2026-03-08","LinkedIn","Reel","Synthetic social media update","#marketing #news","11078","16388","464","70","63","10804","16","5","negative","10"
"post_01357","2025-12-11","LinkedIn","Reel","Synthetic social media update","#business #community","20571","36882","709","55","25","14140","23","8","negative","9"
"post_01358","2025-12-13","YouTube","Image","Synthetic social media update","#marketing #news","11305","21373","988","83","124","14164","32","11","negative","5"
"post_01359","2025-12-07","Instagram","Image","Synthetic social media update","#analytics #business","20157","36843","2081","295","108","14092","71","24","neutral","4"
"post_01360","2025-12-09","LinkedIn","Video","Synthetic social media update","#business #technology","21688","29249","1556","214","93","14116","53","18","positive","21"
"post_01361","2025-05-03","YouTube","Video","Synthetic social media update","#analytics #marketing","3262","5545","246","38","24","11476","9","3","positive","15"
"post_01362","2026-02-02","LinkedIn","Carousel","Synthetic social media update","#community #business","21519","30376","1823","303","100","10396","64","21","negative","18"
"post_01363","2025-07-10","Instagram","Text","Synthetic social media update","#learning #business","19289","30307","2032","139","71","12292","65","22","positive","20"
"post_01364","2025-02-18","Instagram","Text","Synthetic social media update","#marketing #business","28624","44947","1889","322","301","10588","66","22","neutral","2"
"post_01365","2025-03-28","Instagram","Short","Synthetic social media update","#community #growth","10560","18040","982","119","58","11044","33","11","negative","0"
"post_01366","2025-11-30","Facebook","Image","Synthetic social media update","#learning #growth","14815","26181","688","106","24","14008","24","8","neutral","3"
"post_01367","2025-06-26","X/Twitter","Video","Synthetic social media update","#community #technology","16165","19956","1557","147","192","12124","51","17","neutral","6"
"post_01368","2026-01-31","X/Twitter","Live","Synthetic social media update","#technology #business","17512","42838","948","76","123","10372","31","10","positive","20"
"post_01369","2025-07-18","LinkedIn","Text","Synthetic social media update","#marketing #community","3901","5341","331","64","22","12388","12","4","positive","17"
"post_01370","2025-12-03","X/Twitter","Text","Synthetic social media update","#analytics #technology","21459","34631","1508","269","102","14044","53","18","positive","12"
"post_01371","2025-07-23","X/Twitter","Video","Synthetic social media update","#technology #business","5655","12941","595","71","20","12448","20","7","positive","4"
"post_01372","2026-03-10","LinkedIn","Video","Synthetic social media update","#technology #community","21280","38156","1383","58","45","10828","43","14","neutral","20"
"post_01373","2026-01-28","Instagram","Text","Synthetic social media update","#analytics #news","15993","27064","599","43","80","10336","19","6","positive","1"
"post_01374","2025-07-18","LinkedIn","Reel","Synthetic social media update","#learning #technology","12457","16257","1020","163","106","12388","35","12","neutral","3"
"post_01375","2025-03-29","LinkedIn","Reel","Synthetic social media update","#marketing #news","24022","43261","2258","317","76","11056","77","26","negative","6"
"post_01376","2025-08-13","LinkedIn","Live","Synthetic social media update","#growth #business","19498","39466","1189","84","179","12700","38","13","neutral","1"
"post_01377","2025-12-03","X/Twitter","Text","Synthetic social media update","#news #marketing","22410","32131","2442","280","314","14044","82","27","negative","1"
"post_01378","2025-11-10","Facebook","Live","Synthetic social media update","#community #business","19685","36961","2036","264","233","13768","69","23","positive","17"
"post_01379","2025-07-31","Instagram","Carousel","Synthetic social media update","#marketing #learning","17641","39735","1360","77","43","12544","43","14","positive","0"
"post_01380","2025-07-28","LinkedIn","Live","Synthetic social media update","#technology #community","13162","19621","916","77","122","12508","30","10","positive","19"
"post_01381","2025-06-01","LinkedIn","Live","Synthetic social media update","#business #community","17813","41698","608","112","66","11824","22","7","neutral","17"
"post_01382","2026-01-12","Facebook","Reel","Synthetic social media update","#growth #community","18485","25737","1394","129","148","10144","46","15","negative","3"
"post_01383","2026-02-07","Facebook","Image","Synthetic social media update","#analytics #business","18212","43402","1805","205","274","10456","60","20","positive","3"
"post_01384","2025-10-20","X/Twitter","Reel","Synthetic social media update","#marketing #analytics","12119","23088","941","84","149","13516","31","10","negative","12"
"post_01385","2025-11-08","Facebook","Video","Synthetic social media update","#business #analytics","6228","10999","643","65","28","13744","21","7","positive","20"
"post_01386","2025-03-17","X/Twitter","Text","Synthetic social media update","#learning #business","27722","63732","2786","496","338","10912","98","33","positive","17"
"post_01387","2025-09-27","LinkedIn","Short","Synthetic social media update","#technology #business","3262","6144","113","6","15","13240","4","1","neutral","0"
"post_01388","2025-04-28","YouTube","Image","Synthetic social media update","#community #technology","14513","37302","879","71","138","11416","28","10","neutral","16"
"post_01389","2025-08-06","YouTube","Reel","Synthetic social media update","#learning #marketing","29538","66704","3139","184","251","12616","100","33","negative","12"
"post_01390","2025-11-30","X/Twitter","Video","Synthetic social media update","#technology #business","27933","70805","2432","389","242","14008","85","28","negative","2"
"post_01391","2026-01-08","X/Twitter","Text","Synthetic social media update","#learning #marketing","18241","37012","1752","240","61","10096","60","20","neutral","12"
"post_01392","2025-10-14","LinkedIn","Short","Synthetic social media update","#news #analytics","7876","16963","390","43","50","13444","13","4","positive","2"
"post_01393","2026-03-05","X/Twitter","Image","Synthetic social media update","#business #growth","8958","19362","735","45","50","10768","23","8","negative","18"
"post_01394","2025-10-16","X/Twitter","Image","Synthetic social media update","#marketing #technology","25895","45526","2553","399","121","13468","89","30","negative","3"
"post_01395","2025-06-07","Instagram","Short","Synthetic social media update","#growth #marketing","26327","51876","2572","466","110","11896","91","30","positive","16"
"post_01396","2025-05-05","LinkedIn","Short","Synthetic social media update","#news #learning","6226","8538","239","33","27","11500","8","3","negative","22"
"post_01397","2025-11-11","YouTube","Carousel","Synthetic social media update","#technology #community","27263","42235","2803","500","400","13780","99","33","negative","9"
"post_01398","2025-08-24","YouTube","Carousel","Synthetic social media update","#business #technology","23558","31991","2332","437","310","12832","83","28","neutral","10"
"post_01399","2025-12-16","Instagram","Short","Synthetic social media update","#business #growth","14885","31960","1215","217","67","14200","43","14","positive","18"
"post_01400","2025-04-21","Instagram","Image","Synthetic social media update","#technology #analytics","14550","23797","478","75","74","11332","17","6","neutral","23"
"post_01401","2026-03-23","Instagram","Short","Synthetic social media update","#analytics #marketing","5851","7437","629","88","46","10984","22","7","positive","7"
"post_01402","2025-03-26","LinkedIn","Reel","Synthetic social media update","#growth #news","6122","10438","503","66","38","11020","17","6","negative","6"
"post_01403","2025-01-21","X/Twitter","Video","Synthetic social media update","#news #business","4971","6354","318","28","47","10252","10","3","neutral","17"
"post_01404","2025-03-02","LinkedIn","Reel","Synthetic social media update","#news #community","13959","33069","1259","89","132","10732","40","13","positive","12"
"post_01405","2025-01-09","Facebook","Image","Synthetic social media update","#community #business","17452","27729","1108","145","79","10108","38","13","neutral","19"
"post_01406","2025-08-02","YouTube","Text","Synthetic social media update","#news #community","27622","34449","1514","260","114","12568","53","18","positive","17"
"post_01407","2025-11-03","X/Twitter","Video","Synthetic social media update","#marketing #community","6336","9797","301","29","24","13684","10","3","positive","10"
"post_01408","2025-07-30","LinkedIn","Reel","Synthetic social media update","#learning #business","7974","19944","564","70","78","12532","19","6","negative","17"
"post_01409","2026-01-25","LinkedIn","Text","Synthetic social media update","#business #technology","8915","13591","805","80","69","10300","27","9","positive","3"
"post_01410","2026-02-27","LinkedIn","Reel","Synthetic social media update","#marketing #community","25262","36494","1368","112","189","10696","44","15","positive","8"
"post_01411","2025-02-03","Instagram","Image","Synthetic social media update","#marketing #business","11232","26222","766","137","97","10408","27","9","negative","9"
"post_01412","2025-12-22","LinkedIn","Carousel","Synthetic social media update","#analytics #community","26685","33352","2288","124","78","14272","72","24","positive","10"
"post_01413","2026-01-19","LinkedIn","Image","Synthetic social media update","#learning #news","15386","18753","1227","138","104","10228","41","14","positive","22"
"post_01414","2025-04-23","X/Twitter","Text","Synthetic social media update","#technology #marketing","19722","48194","1633","302","214","11356","58","19","neutral","19"
"post_01415","2026-02-08","X/Twitter","Text","Synthetic social media update","#analytics #community","11311","16857","1187","127","70","10468","39","13","negative","3"
"post_01416","2025-04-08","YouTube","Short","Synthetic social media update","#analytics #marketing","15659","26626","665","33","103","11176","21","7","negative","17"
"post_01417","2025-01-12","Facebook","Short","Synthetic social media update","#technology #business","5656","12088","209","20","29","10144","7","2","negative","5"
"post_01418","2025-12-26","YouTube","Video","Synthetic social media update","#analytics #business","16786","37883","787","69","56","14320","26","9","positive","13"
"post_01419","2025-04-03","YouTube","Video","Synthetic social media update","#business #analytics","22029","28743","695","127","103","11116","25","8","negative","11"
"post_01420","2025-10-02","LinkedIn","Carousel","Synthetic social media update","#growth #community","23335","49650","1520","281","193","13300","54","18","positive","6"
"post_01421","2025-10-01","Facebook","Reel","Synthetic social media update","#technology #business","11147","16494","1139","61","117","13288","36","12","negative","7"
"post_01422","2026-01-25","X/Twitter","Video","Synthetic social media update","#learning #technology","16332","22947","1535","119","217","10300","50","17","negative","3"
"post_01423","2025-03-28","Facebook","Short","Synthetic social media update","#community #news","19026","35341","1852","338","293","11044","66","22","positive","2"
"post_01424","2025-05-20","Facebook","Text","Synthetic social media update","#technology #news","28781","55645","2302","339","138","11680","79","26","neutral","19"
"post_01425","2026-03-02","YouTube","Text","Synthetic social media update","#business #community","19366","40275","1924","306","213","10732","67","22","negative","23"
"post_01426","2025-04-04","Instagram","Text","Synthetic social media update","#learning #growth","3274","5578","146","25","12","11128","5","2","neutral","12"
"post_01427","2025-01-05","Instagram","Image","Synthetic social media update","#news #marketing","29616","70351","1607","86","198","10060","51","17","positive","21"
"post_01428","2025-02-28","Instagram","Carousel","Synthetic social media update","#marketing #news","6966","13688","684","105","108","10708","24","8","positive","18"
"post_01429","2025-02-14","YouTube","Carousel","Synthetic social media update","#news #business","27096","47974","1375","265","65","10540","49","16","neutral","18"
"post_01430","2026-01-05","YouTube","Live","Synthetic social media update","#business #technology","24579","56806","2387","190","264","10060","77","26","positive","7"
"post_01431","2025-12-23","Instagram","Short","Synthetic social media update","#news #analytics","25399","41708","1173","182","77","14284","41","14","negative","5"
"post_01432","2025-08-04","LinkedIn","Short","Synthetic social media update","#business #marketing","12860","18940","1146","181","122","12592","40","13","neutral","17"
"post_01433","2025-06-08","LinkedIn","Carousel","Synthetic social media update","#marketing #technology","3644","6977","353","22","25","11908","11","4","positive","8"
"post_01434","2025-10-03","Instagram","Video","Synthetic social media update","#news #marketing","29161","61838","1048","124","118","13312","35","12","positive","16"
"post_01435","2025-09-04","X/Twitter","Short","Synthetic social media update","#marketing #technology","9810","20108","1069","122","69","12964","36","12","positive","1"
"post_01436","2025-02-16","X/Twitter","Carousel","Synthetic social media update","#learning #business","29442","61426","2850","439","352","10564","99","33","positive","0"
"post_01437","2025-02-02","Facebook","Short","Synthetic social media update","#community #analytics","19002","39661","1155","163","127","10396","40","13","negative","8"
"post_01438","2025-04-24","Instagram","Live","Synthetic social media update","#growth #community","6389","14452","535","33","25","11368","17","6","neutral","2"
"post_01439","2025-06-19","LinkedIn","Text","Synthetic social media update","#community #news","8695","13300","919","134","43","12040","32","11","neutral","3"
"post_01440","2025-06-14","X/Twitter","Image","Synthetic social media update","#marketing #growth","19175","38079","790","147","113","11980","28","9","neutral","22"
"post_01441","2025-06-10","LinkedIn","Text","Synthetic social media update","#growth #news","24892","60543","2736","427","412","11932","95","32","positive","7"
"post_01442","2025-11-17","Facebook","Live","Synthetic social media update","#community #technology","19397","41840","902","136","66","13852","31","10","neutral","16"
"post_01443","2025-11-24","Facebook","Carousel","Synthetic social media update","#community #business","29247","70741","2002","112","133","13936","63","21","neutral","1"
"post_01444","2025-12-12","YouTube","Reel","Synthetic social media update","#learning #analytics","22806","46925","1635","126","142","14152","53","18","negative","6"
"post_01445","2025-04-11","X/Twitter","Video","Synthetic social media update","#marketing #analytics","13552","16590","1248","211","114","11212","44","15","negative","10"
"post_01446","2025-07-22","Facebook","Video","Synthetic social media update","#analytics #business","6756","10927","659","76","31","12436","22","7","negative","8"
"post_01447","2026-02-13","Facebook","Image","Synthetic social media update","#technology #learning","16912","38684","1104","47","51","10528","35","12","negative","2"
"post_01448","2026-03-20","YouTube","Short","Synthetic social media update","#growth #news","14160","18272","1538","126","136","10948","50","17","neutral","4"
"post_01449","2025-11-02","X/Twitter","Video","Synthetic social media update","#learning #news","18397","38590","813","43","96","13672","26","9","neutral","21"
